song_id,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
18443,0.000433,0.877,0.335,13,91.386,0.086,0.273,265613,-4.676,0.0415,0,0,D
18444,0.843,0.182,0.761,36,128.326,0.0761,0.586,182227,-12.773,0.103,1,2.22E-05,E
18445,0.8,0.252,0.267,54,37.114,0.089,0.13,206533,-11.687,0.0351,0,4.43E-05,G
18446,0.0122,0.921,0.441,57,164.063,0.107,0.443,208253,-2.835,0.0431,1,0,B
18447,0.99,0.0695,0.398,43,58.65,0.0875,0.19,185707,-23.956,0.0394,0,0.746,E
18448,0.0237,0.941,0.406,22,177.99,0.0831,0.433,267867,-3.57,0.079,0,4.39E-06,A
18449,0.139,0.54,0.653,54,96.127,0.178,0.607,354467,-10.115,0.0345,0,0.587,G
18450,0.829,0.0335,0.172,37,102.249,0.0992,0.215,132632,-23.862,0.0426,1,1.82E-06,G#
18451,0.0285,0.513,0.591,46,172.208,0.208,0.263,325096,-11.151,0.0374,1,0.782,G
18452,0.0596,0.743,0.832,55,100.004,0.257,0.522,170707,-6.706,0.228,0,0,C#
18453,0.986,0.0262,0.0783,46,71.984,0.11,0.0241,255773,-28.431,0.0489,1,0.964,C#
18454,0.0815,0.567,0.702,57,84.153,0.0864,0.667,165093,-8.561,0.239,0,2.75E-05,G
18455,0.794,0.403,0.539,56,165.301,0.278,0.699,342333,-9.168,0.0531,0,0.000613,G#
18456,0.000877,0.902,0.547,56,106.923,0.0839,0.548,173267,-5.56,0.0371,0,0.000563,C#
18457,0.0724,0.949,0.944,49,116.012,0.348,0.763,223360,-5.606,0.19,1,0,C#
18458,0.0407,0.648,0.395,48,80.286,0.0868,0.246,222267,-7.372,0.027,0,8.25E-05,A
18459,0.995,0.0189,0.28,30,83.326,0.0814,0.289,288667,-35.588,0.0484,0,0.927,G
18460,0.995,0.0707,0.385,37,68.982,0.269,0.087,341440,-22.637,0.0355,1,0.879,C
18461,0.992,0.0333,0.228,34,100.81,0.0671,0.0373,646000,-25.094,0.0381,0,0.9,F
18462,0.968,0.193,0.639,47,95.139,0.111,0.405,204267,-12.132,0.0621,1,0.00162,D#
18463,0.0842,0.933,0.653,50,94.43,0.19,0.881,219573,-5.5,0.353,0,1.16E-06,F#
18464,0.00107,0.796,0.46,68,100.011,0.106,0.182,222067,-4.501,0.0333,1,0,C
18465,0.153,0.359,0.644,37,120.01,0.117,0.21,273347,-7.973,0.029,0,9.51E-06,F#
18466,0.991,0.327,0.562,31,143.479,0.196,0.802,193853,-11.319,0.0981,0,0.0328,G
18467,0.0232,0.672,0.564,0,85.065,0.0758,0.727,232427,-8.658,0.0518,1,0.715,F#
18468,0.0596,0.699,0.77,52,81.003,0.17,0.696,165315,-6.59,0.199,0,1.65E-05,C
18469,0.0128,0.96,0.568,24,95.024,0.167,0.352,324000,-4.15,0.134,0,0,F
18470,0.356,0.688,0.309,39,169.963,0.141,0.485,296307,-5.69,0.0525,0,0,F
18471,0.995,0.00402,0.37,35,56.844,0.0773,0.156,297667,-36.333,0.0455,1,0.92,D
18472,0.00397,0.636,0.167,49,97.293,0.106,0.671,222960,-7.4,0.0382,0,0.228,A
18473,0.359,0.538,0.548,34,127.939,0.139,0.209,243400,-6.806,0.0274,0,2.30E-05,F#
18474,8.87E-05,0.829,0.392,56,173.074,0.0754,0.503,175720,-5.413,0.0535,0,0.000373,C
18475,0.143,0.737,0.553,40,76.559,0.112,0.531,246733,-4.682,0.0269,0,5.15E-06,G
18476,0.242,0.592,0.513,27,139.862,0.202,0.299,345973,-5.991,0.0347,0,0,B
18477,0.23,0.28,0.477,54,89.875,0.0888,0.362,202573,-14.97,0.0267,0,0,C#
18478,0.0409,0.864,0.64,55,105.107,0.136,0.497,272667,-4.909,0.0869,1,1.55E-06,E
18479,5.21E-05,0.857,0.432,37,180.873,0.218,0.435,263467,-3.024,0.0767,1,0,A#
18480,0.174,0.597,0.722,59,103.975,0.181,0.389,166482,-5.964,0.0264,1,0.183,E
18481,0.00119,0.908,0.431,20,149.991,0.119,0.113,225800,-7.999,0.0779,1,0.931,E
18482,0.401,0.585,0.414,20,94.178,0.132,0.298,318711,-8.163,0.0505,0,0.0418,D
18483,0.41,0.697,0.746,36,115.252,0.189,0.748,177107,-6.979,0.0296,0,8.13E-05,C
18484,0.0922,0.341,0.83,58,100.001,0.113,0.427,207013,-10.625,0.0693,1,1.76E-06,E
18485,0.843,0.0629,0.488,64,104.311,0.133,0.175,175040,-21.524,0.0342,0,0.406,D
18486,0.972,0.201,0.224,30,91.084,0.15,0.121,142867,-9.759,0.0298,0,0.902,F
18487,0.684,0.275,0.443,61,141.112,0.101,0.194,243227,-11.148,0.0303,0,1.16E-06,D
18488,0.0497,0.708,0.311,23,125.037,0.29,0.271,132000,-4.551,0.0369,1,0.0456,C
18489,0.728,0.622,0.637,38,90.27,0.101,0.613,494460,-10.24,0.108,0,0.154,A#
18490,0.00156,0.96,0.519,45,103.029,0.0771,0.374,238307,-2.315,0.0514,1,0,C#
18491,0.059,0.479,0.677,55,133.99,0.171,0.163,234684,-9.11,0.0396,0,0,F
18492,0.915,0.173,0.136,38,83.404,0.0991,0.0726,230320,-21.625,0.0383,0,0.915,E
18493,0.00799,0.815,0.726,55,140.158,0.112,0.462,209560,-5.886,0.0313,0,0.081,B
18494,0.00273,0.971,0.449,62,144.031,0.141,0.414,210707,-3.66,0.0476,0,0,A#
18495,0.661,0.328,0.454,34,154.375,0.109,0.503,309227,-12.699,0.0339,0,0.0356,D#
18496,0.955,0.0788,0.189,0,78.009,0.722,0.0531,277080,-29.07,0.061,0,0.00153,G
18497,0.523,0.539,0.544,45,171.58,0.164,0.408,255553,-8.187,0.0408,0,5.25E-06,E
18498,0.0287,0.969,0.566,57,100.012,0.281,0.641,355120,-3.369,0.046,1,0.000442,D
18499,0.0125,0.816,0.465,53,192.041,0.0891,0.343,230246,-3.399,0.0926,0,3.63E-05,A
18500,0.971,0.0895,0.203,50,173.451,0.108,0.115,173533,-19.755,0.0404,1,0.0213,D
18501,0.744,0.504,0.413,34,179.764,0.0738,0.608,225960,-7.004,0.0332,1,0.893,D
18502,5.63E-05,0.847,0.307,20,175.094,0.104,0.478,188720,-4.736,0.0582,1,0.0605,E
18503,0.0309,0.891,0.493,30,77.455,0.128,0.333,195097,-2.269,0.0454,1,1.35E-06,E
18504,0.988,0.0371,0.0648,34,71.909,0.299,0.0316,893947,-31.158,0.0529,1,0.0652,F#
18505,0.00442,0.947,0.28,50,90.149,0.187,0.401,224507,-3.461,0.142,0,0.000659,F#
18506,0.876,0.409,0.291,14,82.75,0.182,0.499,119008,-14.807,0.045,0,0.928,C#
18507,0.76,0.313,0.692,46,94.997,0.0921,0.513,233560,-12.257,0.0474,0,0.0968,C
18508,0.945,0.633,0.157,34,91.653,0.687,0.277,185160,-9.769,0.174,0,0.00806,D
18509,0.622,0.433,0.416,39,83.602,0.351,0.463,314747,-9.995,0.104,1,7.43E-05,G
18510,0.132,0.836,0.692,44,106.604,0.425,0.674,237120,-6.643,0.034,0,0.00105,E
18511,0.000291,0.801,0.549,49,113.849,0.485,0.461,218100,-6.622,0.0367,0,0.068,C
18512,0.0458,0.737,0.882,57,139.912,0.183,0.44,120059,-6.051,0.396,1,0,F
18513,0.874,0.43,0.718,25,125.602,0.213,0.833,174400,-14.818,0.0353,1,0.181,F
18514,0.629,0.484,0.6,32,111.291,0.883,0.578,410040,-10.673,0.0278,0,0.00215,G
18515,0.0422,0.911,0.659,49,131.483,0.111,0.0905,459429,-9.568,0.0387,0,0.873,D
18516,0.995,0.0603,0.253,33,68.414,0.137,0.0362,356467,-25.434,0.0516,0,0.924,G
18517,0.984,0.0808,0.106,34,88.518,0.107,0.131,228000,-26.212,0.0431,0,0.832,D
18518,0.74,0.268,0.664,29,75.611,0.353,0.291,174227,-10.807,0.0917,0,8.29E-05,G
18519,0.676,0.661,0.331,20,174.273,0.28,0.883,330733,-7.537,0.0348,0,0.855,A
18520,0.443,0.528,0.588,57,80.02,0.258,0.314,220082,-12.109,0.0589,0,0,A
18521,0.91,0.174,0.202,18,117.994,0.231,0.0395,122075,-16.044,0.0464,1,0.0158,C
18522,0.0485,0.479,0.812,66,95.505,0.102,0.0873,173045,-6.47,0.0429,0,0,G#
18523,0.014,0.593,0.657,48,170.062,0.119,0.364,204294,-8.066,0.192,1,0.152,E
18524,8.83E-05,0.983,0.36,62,182.058,0.111,0.279,292733,-2.352,0.101,0,0,C
18525,0.98,0.255,0.226,2,92.521,0.323,0.119,368720,-15.72,0.0491,1,0.507,C
18526,0.0148,0.849,0.44,52,150.178,0.882,0.66,202867,-5.58,0.0729,1,0,E
18527,0.0103,0.903,0.554,61,112.998,0.107,0.419,206827,-3.152,0.0515,0,0,G#
18528,2.24E-05,0.932,0.357,46,75.11,0.113,0.297,283827,-2.996,0.0908,0,6.94E-06,C#
18529,0.947,0.241,0.554,33,127.509,0.108,0.416,218440,-13.894,0.0322,0,0.306,B
18530,0.0145,0.836,0.513,45,158.071,0.11,0.441,201320,-6.342,0.0668,1,0,G#
18531,0.836,0.395,0.387,37,112.906,0.127,0.382,176267,-10.494,0.0385,0,0.000695,C#
18532,0.576,0.337,0.457,65,66.933,0.19,0.184,265883,-10.825,0.166,1,9.27E-06,F#
18533,0.161,0.273,0.752,28,141.401,0.0676,0.67,449733,-15,0.0497,0,0.0102,A
18534,0.216,0.508,0.481,49,86.013,0.105,0.268,224613,-7.666,0.0248,0,0.000175,D
18535,0.525,0.405,0.657,65,133.895,0.146,0.0673,196360,-8.637,0.0584,1,0.072,C
18536,0.0327,0.88,0.508,20,136.611,0.331,0.676,537227,-6.754,0.118,0,0.0127,C
18537,0.499,0.66,0.903,59,129.958,0.125,0.517,256615,-5.788,0.116,1,0,A#
18538,0.99,0.0818,0.235,12,78.556,0.11,0.0985,171517,-20.624,0.0378,0,0.905,C
18539,0.56,0.434,0.494,35,181.774,0.13,0.66,155109,-9.642,0.0536,0,1.98E-06,C
18540,0.329,0.696,0.466,36,171.684,0.0959,0.649,269907,-6.497,0.287,0,0,G#
18541,0.776,0.426,0.436,0,121.042,0.0947,0.606,132160,-17.293,0.0444,1,0.97,G
18542,0.107,0.815,0.662,58,96.011,0.254,0.361,264680,-6.417,0.145,0,3.06E-05,D
18543,0.185,0.543,0.74,69,78.198,0.372,0.337,237295,-7.979,0.399,0,0,C#
18544,0.951,0.0544,0.441,27,100.104,0.207,0.143,319040,-17.408,0.0351,0,0.000127,G
18545,0.994,0.0128,0.469,62,72.765,0.0941,0.354,205867,-36.856,0.119,0,0.937,G
18546,0.28,0.433,0.733,27,118.284,0.0683,0.215,292227,-6.615,0.0272,0,0.000547,C
18547,0.0471,0.73,0.406,57,170.032,0.229,0.207,242000,-6.278,0.0315,0,0,A
18548,0.983,0.0241,0.134,38,76.266,0.127,0.039,297173,-28.635,0.0464,0,0.612,C#
18549,0.456,0.348,0.844,39,117.905,0.111,0.106,235932,-13.176,0.0472,1,0.555,A#
18550,0.0288,0.95,0.324,53,186.346,0.368,0.657,170240,-4.889,0.205,0,0,A
18551,0.983,0.149,0.164,47,95.359,0.109,0.0337,219413,-17.711,0.0414,0,0.938,A#
18552,0.531,0.371,0.394,24,85.374,0.104,0.243,205347,-8.453,0.0316,0,0,E
18553,0.00297,0.926,0.391,48,163.978,0.104,0.407,269747,-4.458,0.0949,0,0.00743,B
18554,0.00297,0.625,0.802,58,94.995,0.175,0.676,223240,-8.589,0.0567,1,0.00156,B
18555,0.546,0.52,0.694,40,82.513,0.341,0.512,241116,-10.842,0.0894,0,4.74E-05,B
18556,0.245,0.723,0.501,50,115.245,0.156,0.489,230693,-6.053,0.0355,0,0.00306,G
18557,0.0368,0.524,0.611,21,170.3,0.0772,0.819,154333,-12.311,0.0364,1,0.908,G#
18558,0.982,0.18,0.4,0,153.356,0.721,0.359,121267,-24.788,0.0856,0,5.08E-05,G
18559,0.0168,0.72,0.82,53,156.041,0.214,0.647,161754,-3.693,0.29,0,0,C#
18560,0.00275,0.885,0.534,32,160.066,0.241,0.14,283500,-5.509,0.0471,1,0.674,F
18561,0.00679,0.978,0.555,13,96.986,0.189,0.558,249700,-3.83,0.0414,0,0,D#
18562,0.956,0.3,0.465,15,84.076,0.228,0.557,221916,-22.123,0.0523,1,0.236,B
18563,0.713,0.438,0.646,36,161.623,0.0738,0.708,188040,-9.669,0.246,0,9.66E-05,G#
18564,0.0887,0.7,0.699,57,158.026,0.0771,0.534,222951,-6.508,0.212,0,0,F#
18565,0.417,0.448,0.608,40,121.406,0.0924,0.0892,239640,-10.254,0.049,0,7.67E-05,C
18566,0.0038,0.899,0.459,70,176.384,0.126,0.437,272417,-2.978,0.21,0,0,D
18567,0.0348,0.778,0.735,44,121.61,0.082,0.965,318973,-8.427,0.0367,1,0.186,C#
18568,2.38E-05,0.973,0.433,60,171.955,0.0813,0.298,209302,-4.82,0.145,0,1.79E-06,G#
18569,0.146,0.794,0.8,58,92.05,0.128,0.438,176797,-5.551,0.23,1,0,A#
18570,0.592,0.497,0.633,33,74.92,0.106,0.663,292400,-9.418,0.0413,0,0,C#
18571,0.00497,0.831,0.5,51,96.354,0.128,0.603,184660,-3.619,0.0769,1,0.527,A
18572,0.191,0.431,0.637,48,140.008,0.108,0.151,278747,-7.991,0.0297,0,0,F#
18573,0.0492,0.86,0.512,53,154.995,0.0968,0.366,218789,-5.139,0.0604,0,0,B
18574,0.202,0.336,0.555,55,76.153,0.112,0.381,193004,-14.668,0.402,1,0,F
18575,0.144,0.565,0.932,52,137.009,0.113,0.535,255053,-9.588,0.223,0,0,C#
18576,0.995,0.00448,0.302,44,71.056,0.045,0.0452,204987,-31.704,0.0463,0,0.84,F#
18577,0.0924,0.806,0.525,40,143.941,0.274,0.923,169920,-3.438,0.037,0,0,F
18578,0.135,0.621,0.678,52,120.7,0.207,0.804,196933,-13.454,0.0537,0,0.000468,C#
18579,0.317,0.369,0.699,37,96.111,0.093,0.372,242893,-11.594,0.032,0,6.94E-05,D
18580,0.00218,0.517,0.926,59,132.07,0.091,0.284,197747,-6.794,0.184,0,0,A
18581,0.17,0.442,0.845,58,122.078,0.153,0.451,206551,-8.482,0.0923,1,1.01E-06,F#
18582,0.00158,0.583,0.633,42,119.838,0.117,0.162,291467,-11.771,0.0311,1,0.359,G#
18583,0.868,0.122,0.566,33,86.008,0.117,0.442,251920,-22.312,0.258,0,0,F
18584,0.0749,0.387,0.522,51,151.801,0.126,0.22,191581,-9.376,0.0446,0,0.00705,F
18585,0.965,0.0995,0.376,33,130.681,0.0745,0.372,503773,-18.964,0.0426,0,0.86,C
18586,0.183,0.489,0.614,48,146.064,0.119,0.244,196960,-10.277,0.0404,1,9.33E-06,A
18587,0.0166,0.773,0.378,26,115.963,0.207,0.679,325800,-6.689,0.0484,0,0.0102,B
18588,0.903,0.147,0.557,66,55.513,0.176,0.482,78187,-14.173,0.103,0,0,A
18589,0.954,0.00788,0.144,25,102.75,0.483,0.0374,537467,-30.706,0.0431,1,0.947,G
18590,0.325,0.43,0.569,45,90.078,0.153,0.376,251875,-10.439,0.314,1,8.25E-05,F
18591,0.987,0.0365,0.245,35,79.899,0.0874,0.27,566293,-29.171,0.051,0,0.917,A
18592,0.746,0.483,0.625,31,128.06,0.795,0.779,289853,-16.063,0.037,0,0.000441,C
18593,0.155,0.897,0.577,38,165.907,0.087,0.775,291080,-5.771,0.0813,0,0.313,F
18594,0.118,0.713,0.746,49,118.964,0.0684,0.871,193853,-11.996,0.0375,0,0,C
18595,0.00245,0.623,0.677,41,145.866,0.21,0.105,330333,-8.045,0.0394,0,0.931,C#
18596,0.0525,0.975,0.781,40,102.992,0.342,0.816,304027,-5.253,0.035,0,0.912,G#
18597,0.104,0.655,0.892,49,125.031,0.197,0.343,237933,-5.533,0.123,0,0,C#
18598,0.883,0.193,0.747,35,123.847,0.181,0.256,253707,-11.293,0.0432,0,0.0004,G
18599,0.992,0.00356,0.429,28,66.112,0.0967,0.185,254040,-29.191,0.0651,1,0.956,G#
18600,0.965,0.23,0.64,45,88.868,0.101,0.663,182400,-10.651,0.0624,0,5.36E-05,G#
18601,0.312,0.382,0.55,60,136.128,0.221,0.464,160693,-6.429,0.0263,0,1.11E-05,C
18602,0.15,0.522,0.705,38,106.311,0.107,0.411,217200,-8.021,0.0296,0,0,A
18603,0.171,0.817,0.618,49,152.675,0.155,0.478,188529,-3.748,0.358,1,0,A#
18604,0.00762,0.721,0.546,60,127.222,0.0821,0.826,279893,-5.47,0.03,0,9.37E-05,A
18605,0.0959,0.513,0.721,61,124.02,0.341,0.31,236587,-7.882,0.121,1,0,G
18606,0.431,0.73,0.274,52,178.656,0.325,0.519,169947,-3.4,0.0332,0,1.92E-05,C
18607,0.733,0.328,0.329,64,104.26,0.114,0.0737,287107,-12.02,0.0385,0,0.89,G
18608,0.0152,0.581,0.822,39,99.996,0.0578,0.765,489762,-9.982,0.0428,1,0.617,A
18609,0.357,0.725,0.207,37,83.863,0.101,0.475,285627,-3.909,0.035,0,0,G#
18610,0.375,0.551,0.662,36,84.994,0.0564,0.538,224640,-8.557,0.0246,1,0.203,D
18611,0.174,0.799,0.56,54,69.972,0.304,0.304,235600,-4.466,0.0675,1,0.0679,F
18612,0.233,0.577,0.489,65,78.112,0.123,0.519,222951,-9.765,0.042,0,0,A#
18613,0.98,0.0238,0.207,36,141.005,0.0924,0.0852,211000,-28.756,0.0478,1,0.919,G
18614,0.124,0.705,0.421,39,76.579,0.135,0.16,237031,-6.365,0.0709,0,0.000266,C#
18615,0.0559,0.772,0.832,76,96.016,0.44,0.704,209453,-5.429,0.1,0,0.000486,A#
18616,0.487,0.463,0.393,18,140.511,0.11,0.375,188840,-11.67,0.0513,1,0.129,A#
18617,0.456,0.628,0.861,30,117.778,0.0678,0.946,243610,-7.555,0.0356,0,2.02E-05,D
18618,0.0549,0.98,0.781,58,140.235,0.597,0.487,196907,-5.077,0.285,0,2.74E-06,C
18619,0.481,0.398,0.412,0,178.46,0.0863,0.76,211400,-11.18,0.0304,0,0,A
18620,0.193,0.595,0.794,52,124.108,0.113,0.383,201642,-5.722,0.235,1,0,G
18621,0.0386,0.712,0.609,41,100.026,0.106,0.621,171966,-7.213,0.0254,0,0,G
18622,0.0304,0.845,0.681,66,132.023,0.197,0.761,184040,-5.147,0.0525,1,0,B
18623,0.642,0.519,0.58,69,107.401,0.0936,0.242,331480,-10.653,0.251,1,0.00116,B
18624,0.65,0.454,0.537,47,128.201,0.0879,0.628,133293,-7.896,0.0535,0,0.000138,A
18625,0.15,0.742,0.382,38,207.54,0.173,0.691,190619,-4.857,0.074,0,0,A
18626,0.108,0.896,0.7,62,102.065,0.453,0.817,200307,-2.276,0.191,0,0,D
18627,0.147,0.841,0.567,58,173.787,0.0953,0.884,155493,-7.554,0.0358,0,0.000296,A#
18628,0.996,0.00585,0.483,32,99.204,0.092,0.116,140173,-30.275,0.0576,1,0.925,C
18629,0.351,0.367,0.651,43,136.026,0.171,0.462,191000,-12.948,0.0512,1,0.0578,A#
18630,0.0353,0.69,0.748,70,131.972,0.315,0.433,233251,-3.812,0.0477,1,0,C
18631,0.00275,0.817,0.616,39,124.074,0.429,0.474,237480,-5.544,0.0335,0,4.36E-05,D
18632,0.377,0.394,0.794,46,106.996,0.0865,0.351,376822,-12.14,0.0608,0,0.882,G
18633,0.000555,0.877,0.549,60,110.963,0.0969,0.377,164920,-5.008,0.0317,0,0,F#
18634,0.116,0.971,0.483,17,144.984,0.0921,0.534,238344,-3.433,0.138,1,1.90E-06,G
18635,0.18,0.655,0.626,47,87.696,0.0434,0.893,271693,-8.666,0.0569,0,0.039,G
18636,0.19,0.61,0.686,52,80.567,0.071,0.766,206293,-5.902,0.0262,0,0.000931,G
18637,0.000546,0.94,0.451,56,175.919,0.343,0.418,231613,-4.169,0.165,0,0,F
18638,0.0821,0.711,0.725,66,93.003,0.0931,0.477,246653,-4.544,0.0335,0,0,A#
18639,0.763,0.125,0.618,49,106.739,0.0976,0.507,310533,-16.878,0.0446,0,0,C
18640,0.963,0.162,0.332,36,147.347,0.132,0.664,118933,-18.148,0.0312,0,0.279,F#
18641,0.218,0.715,0.449,38,89.082,0.138,0.374,300867,-8.357,0.0377,0,0.00229,C
18642,0.141,0.683,0.761,63,101.787,0.342,0.671,286693,-10.889,0.164,0,0,D
18643,0.806,0.265,0.603,55,131.188,0.12,0.71,268347,-11.627,0.0372,0,1.65E-06,G#
18644,0.908,0.391,0.701,45,79.007,0.387,0.468,136720,-16.281,0.0858,0,0.641,F#
18645,0.318,0.531,0.756,39,119.991,0.0929,0.838,296227,-11.627,0.0403,1,0.713,F
18646,0.727,0.771,0.558,31,82.287,0.12,0.947,116240,-5.346,0.303,1,0,F
18647,0.023,0.617,0.66,30,84.03,0.135,0.171,149080,-8.442,0.0567,1,0.944,E
18648,0.942,0.082,0.243,30,109.08,0.162,0.0914,474227,-21.789,0.0453,0,0.384,D#
18649,0.221,0.837,0.844,47,140.004,0.221,0.796,181714,-4.25,0.2,1,0,A#
18650,0.9,0.374,0.304,26,170.53,0.0771,0.216,268493,-6.546,0.0387,0,0,C#
18651,0.00078,0.823,0.421,56,104.973,0.204,0.155,223720,-3.327,0.0446,1,3.21E-05,A
18652,0.021,0.979,0.685,38,109.955,0.0692,0.322,297627,-4.768,0.0544,0,0.76,C#
18653,0.0418,0.478,0.938,63,138.059,0.0801,0.386,261752,-9.739,0.265,0,0.00884,C#
18654,0.000196,0.984,0.375,40,190.954,0.753,0.235,261920,-4.348,0.106,0,9.89E-05,D
18655,0.183,0.719,0.58,57,161.922,0.161,0.76,201827,-6.688,0.0349,0,0,F#
18656,0.00428,0.469,0.533,54,185.664,0.326,0.33,155016,-8.786,0.14,1,0.0133,A
18657,0.469,0.297,0.39,39,150.348,0.104,0.429,279707,-11.993,0.0296,0,0,G
18658,0.552,0.533,0.321,15,116.158,0.379,0.117,222788,-10.337,0.0403,0,0.000106,F
18659,0.996,0.0185,0.403,30,128.433,0.0797,0.0605,323333,-27.423,0.0476,0,0.925,C#
18660,0.0586,0.656,0.694,45,131.684,0.0505,0.803,210131,-10.598,0.026,0,1.81E-06,C
18661,0.669,0.481,0.575,29,179.454,0.0935,0.699,251147,-6.278,0.0296,0,8.19E-05,A
18662,0.711,0.785,0.598,57,93.35,0.115,0.824,305354,-3.488,0.29,0,0,A#
18663,0.104,0.508,0.923,71,108.039,0.126,0.168,126667,-8.668,0.0468,0,1.21E-05,C#
18664,0.0182,0.441,0.715,60,143.117,0.119,0.544,178853,-8.266,0.0584,0,0,G#
18665,0.144,0.79,0.631,57,80.522,0.213,0.23,234613,-5.128,0.391,0,0,G#
18666,0.0267,0.396,0.416,57,179.336,0.104,0.483,236267,-13.088,0.17,1,0.000122,E
18667,0.0103,0.903,0.506,41,157.738,0.291,0.724,205979,-5.049,0.249,0,0,F#
18668,0.62,0.408,0.669,42,101.379,0.105,0.459,180427,-14.476,0.0396,1,0.0174,B
18669,0.0203,0.329,0.788,46,105.997,0.0878,0.583,301644,-10.265,0.171,0,0.0269,C#
18670,0.771,0.308,0.254,37,117.175,0.0955,0.0349,394587,-14.716,0.0422,0,0.738,A
18671,0.987,0.0357,0.467,35,136.257,0.113,0.571,268160,-26.172,0.0596,1,0.906,C
18672,0.152,0.666,0.697,26,95.976,0.116,0.762,247800,-9.486,0.0543,1,0,F
18673,0.197,0.855,0.596,66,172.082,0.11,0.811,190587,-2.255,0.0474,0,0,C#
18674,0.0282,0.875,0.515,37,165.991,0.218,0.497,221378,-5.708,0.0364,1,0.418,A
18675,0.0368,0.729,0.492,37,112.331,0.242,0.469,258488,-6.584,0.0304,1,0.0479,D#
18676,0.0013,0.971,0.414,37,99.972,0.314,0.127,473413,-4.182,0.112,0,0.0664,F
18677,0.296,0.663,0.835,34,110.979,0.119,0.92,253787,-7.463,0.037,1,0,C
18678,0.0055,0.699,0.502,63,111.024,0.171,0.354,185773,-5.528,0.0333,0,0,F
18679,0.245,0.635,0.678,42,109.394,0.102,0.886,277333,-11.954,0.0403,0,0.662,F
18680,0.972,0.0329,0.193,57,82.165,0.0978,0.0366,208040,-28.228,0.046,0,0.929,G
18681,0.133,0.911,0.483,15,177.981,0.454,0.646,285013,-3.883,0.228,0,0,C#
18682,0.000203,0.735,0.442,21,117.986,0.098,0.0474,430053,-4.806,0.0349,0,0.162,D
18683,0.196,0.883,0.418,43,190.02,0.226,0.762,213040,-4.46,0.0368,0,0,A
18684,0.704,0.448,0.737,46,90.004,0.121,0.202,181013,-10.379,0.0505,0,0.0007,C
18685,0.963,0.00783,0.16,45,93.624,0.139,0.0392,178120,-23.233,0.0475,0,0.676,C#
18686,0.126,0.813,0.661,55,113.964,0.113,0.668,199773,-5.393,0.0277,0,0,G#
18687,0.979,0.0562,0.574,37,111.349,0.289,0.483,89867,-19.28,0.0382,0,0.855,F
18688,0.618,0.363,0.819,56,96.001,0.103,0.55,251433,-9.466,0.17,0,0.00199,C
18689,9.65E-05,0.835,0.704,29,127.955,0.0718,0.812,228750,-4.552,0.0429,0,0.842,D
18690,0.0943,0.94,0.495,31,150.855,0.36,0.49,141080,-3.053,0.0482,1,0,D
18691,0.26,0.426,0.894,27,99.994,0.0601,0.799,277840,-6.192,0.0768,1,2.28E-05,A#
18692,0.037,0.544,0.464,51,147.85,0.333,0.281,235333,-7.331,0.0448,0,0,D
18693,0.204,0.64,0.57,44,200.088,0.0876,0.901,285987,-9.15,0.0895,1,0.777,G#
18694,0.00389,0.977,0.588,19,130.011,0.335,0.508,278413,-3.584,0.122,0,0.0926,A#
18695,0.0074,0.573,0.666,54,96.982,0.116,0.438,220462,-8.369,0.0361,0,0.000233,C#
18696,0.676,0.411,0.516,42,129.769,0.0978,0.122,382400,-8.606,0.0301,0,1.76E-05,D
18697,0.0776,0.45,0.625,71,92.974,0.117,0.0362,206472,-9.985,0.0311,0,0.000217,A
18698,0.232,0.581,0.685,42,183.895,0.101,0.718,188467,-6.179,0.0456,0,0,G#
18699,0.219,0.802,0.45,16,132.003,0.287,0.294,205680,-7.875,0.0562,1,0.92,B
18700,0.684,0.463,0.446,38,97.19,0.163,0.565,171600,-7.437,0.045,0,0.00177,E
18701,0.0241,0.667,0.661,22,170.084,0.0259,0.89,301120,-5.919,0.0966,0,0.000215,G
18702,0.0686,0.803,0.541,0,174.069,0.581,0.294,100339,-10.165,0.291,0,0.0255,F
18703,0.954,0.0872,0.434,34,160.498,0.0828,0.509,334147,-29.463,0.0486,1,0.884,A
18704,0.00229,0.878,0.532,63,104.026,0.0771,0.579,231667,-4.431,0.0326,1,0.000282,F
18705,0.977,0.101,0.2,32,144.027,0.399,0.113,224160,-21.348,0.0503,0,0.732,G
18706,0.179,0.842,0.937,47,122.977,0.0938,0.964,198049,-5.494,0.119,0,0.00207,G
18707,0.254,0.84,0.732,56,102.993,0.187,0.717,178640,-7.07,0.115,1,1.69E-05,E
18708,0.00834,0.86,0.563,71,97.867,0.39,0.517,256240,-7.533,0.0621,0,0.0106,G#
18709,0.831,0.0234,0.506,35,118.84,0.0621,0.161,208880,-28.023,0.0583,1,0.867,C
18710,0.993,0.0542,0.415,29,65.023,0.0728,0.0382,260200,-21.366,0.0482,0,0.896,E
18711,0.949,0.211,0.256,28,60.299,0.104,0.0808,139907,-11.264,0.0365,1,0.785,E
18712,0.00291,0.957,0.411,27,180.134,0.0647,0.402,181560,-4.138,0.296,0,0.000187,C
18713,0.000941,0.953,0.545,60,140.002,0.281,0.558,216027,-5.172,0.0441,0,0.117,G
18714,0.00281,0.879,0.618,0,154.921,0.36,0.597,132719,-4.964,0.0321,1,1.80E-05,C#
