Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2011-07-15,14,14.3,19.7,0.0,,,SE,69.0,S,28.0,68.0,1027.3,,16.6,No,Yes
2011-07-16,14,12.6,17.1,20.6,,,S,48.0,S,22.0,84.0,1024.4,,14.9,Yes,Yes
2011-07-20,14,9.3,21.2,0.0,,,NE,57.0,NW,30.0,43.0,1007.5,,19.5,No,No
2011-07-21,14,12.0,22.5,0.2,,,WNW,28.0,ENE,15.0,50.0,1008.1,,21.5,No,No
2011-07-30,14,11.9,21.1,0.0,,,SSE,33.0,SE,24.0,50.0,1021.8,,19.3,No,No
2011-08-30,14,14.9,22.1,0.2,,,N,33.0,SE,17.0,71.0,1017.5,,20.6,No,Yes
2011-09-03,14,14.4,22.3,0.0,,,S,52.0,SSE,31.0,57.0,1026.7,,20.3,No,No
2011-09-14,14,11.2,25.5,0.2,,,NW,35.0,NE,28.0,54.0,1021.2,,22.5,No,No
2011-09-21,14,16.1,23.8,0.0,,,S,54.0,SE,35.0,53.0,1017.7,,21.6,No,No
2011-10-03,14,14.0,23.3,0.0,,,SE,63.0,SSE,52.0,66.0,1016.5,,19.6,No,No
2011-10-04,14,12.9,22.9,0.0,,,SSE,61.0,SSE,50.0,58.0,1018.3,,20.8,No,No
2011-10-14,14,17.1,24.6,14.0,,,SSE,37.0,SSE,28.0,77.0,1014.1,,23.4,Yes,Yes
2011-10-18,14,17.5,23.7,1.6,,,SE,59.0,SE,43.0,58.0,1029.0,,21.1,Yes,No
2011-10-20,14,17.0,24.2,0.0,,,SSE,41.0,SE,26.0,65.0,1025.1,,21.5,No,No
2011-10-23,14,16.0,24.9,0.0,,,ESE,30.0,E,17.0,53.0,1021.3,,23.5,No,No
2011-10-24,14,15.3,25.9,0.0,,,NE,35.0,NE,28.0,64.0,1015.5,,24.2,No,No
2011-11-04,14,20.9,25.6,0.0,,,SE,43.0,SE,28.0,65.0,1015.5,,22.9,No,No
2011-11-06,14,16.6,26.4,0.0,,,NNE,39.0,NNE,31.0,54.0,1014.8,,24.8,No,No
2011-11-10,14,20.4,28.7,0.0,,,NW,41.0,N,31.0,70.0,1013.7,,23.9,No,No
2011-11-12,14,21.2,28.1,1.0,,,NNE,28.0,NE,9.0,58.0,1016.9,,26.4,No,No
2011-11-14,14,21.3,28.4,0.0,,,NNE,50.0,NNE,37.0,70.0,1012.9,,25.1,No,No
2011-11-17,14,21.1,28.1,0.0,,,NNW,26.0,NE,17.0,66.0,1016.3,,25.2,No,No
2011-12-28,14,19.0,28.2,3.6,,,SSE,59.0,SE,44.0,67.0,1006.3,,26.2,Yes,No
2012-01-11,14,22.4,32.1,0.0,,,NNE,39.0,NNE,30.0,64.0,1003.2,,29.8,No,No
2012-03-10,14,18.0,28.7,0.0,,,SSE,33.0,ESE,15.0,56.0,1011.9,,27.5,No,No
2012-03-11,14,21.8,29.4,0.0,,,SSE,43.0,SE,31.0,60.0,1015.7,,26.3,No,No
2012-03-13,14,20.2,28.4,0.2,,,SE,46.0,SE,35.0,60.0,1017.9,,26.5,No,Yes
2012-03-15,14,21.6,26.2,3.4,,,SE,39.0,E,31.0,80.0,1012.9,,24.7,Yes,Yes
2012-04-04,14,19.3,28.2,0.0,,,SE,48.0,SE,39.0,61.0,1014.4,,26.1,No,No
2012-04-30,14,18.0,24.5,0.0,,,S,57.0,SSE,33.0,61.0,1021.2,,22.6,No,Yes
2012-06-06,14,11.3,22.2,0.0,,,S,46.0,S,31.0,44.0,1010.2,,21.6,No,No
2012-06-15,14,11.8,22.0,0.0,,,ENE,17.0,ENE,13.0,63.0,1017.7,,21.4,No,No
2012-06-29,14,16.3,22.5,12.8,,,SE,65.0,S,24.0,74.0,1010.1,,20.7,Yes,No
2012-07-01,14,11.3,23.0,0.0,,,NW,31.0,NNW,13.0,50.0,1014.0,,21.6,No,No
2012-07-07,14,12.4,20.7,1.0,,,S,46.0,SSE,30.0,58.0,1025.9,,19.8,No,No
2012-07-13,14,18.4,23.2,24.4,,,N,35.0,NNW,19.0,98.0,1013.7,,20.8,Yes,Yes
2012-07-20,14,12.5,21.2,0.0,,,S,44.0,S,24.0,51.0,1017.5,,19.6,No,No
2012-07-21,14,13.8,20.8,0.0,,,SSE,63.0,S,44.0,61.0,1019.9,,19.4,No,No
2012-07-30,14,9.2,20.3,0.0,,,SSE,39.0,SE,20.0,54.0,1017.5,,19.0,No,No
2012-08-21,14,12.6,22.5,0.0,,,NNE,26.0,NNE,19.0,60.0,1019.4,,20.2,No,No
2012-08-22,14,12.6,23.7,0.0,,,NW,33.0,NE,20.0,67.0,1016.4,,22.0,No,No
2012-08-28,14,12.9,22.4,0.0,,,S,35.0,SE,22.0,50.0,1021.2,,20.3,No,No
2012-09-21,14,14.8,24.7,0.0,,,NW,37.0,N,24.0,60.0,1013.1,,22.9,No,No
2012-09-27,14,15.1,25.4,0.0,,,NE,30.0,NE,24.0,58.0,1018.3,,22.7,No,No
2012-10-05,14,16.2,29.1,0.0,,,N,39.0,NNE,33.0,68.0,1017.2,,23.8,No,No
2012-10-21,14,17.2,26.1,0.0,,,S,46.0,E,9.0,76.0,1012.5,,24.4,No,No
2012-10-22,14,19.4,27.1,0.0,,,S,81.0,NNE,28.0,73.0,1007.5,,25.1,No,No
2012-11-02,14,20.6,27.1,0.0,,,SSE,74.0,SSE,54.0,57.0,1010.7,,23.8,No,No
2012-11-04,14,19.6,24.9,0.2,,,SE,35.0,ENE,13.0,47.0,1018.0,,23.9,No,No
2012-11-13,14,15.2,25.8,0.0,,,NE,39.0,NNE,33.0,51.0,1017.9,,24.5,No,No
2012-11-15,14,18.8,27.8,0.0,,,N,43.0,NNE,35.0,69.0,1011.9,,25.4,No,No
2012-11-22,14,20.2,28.1,0.0,,,NE,39.0,NE,28.0,68.0,1011.2,,24.8,No,No
2012-11-23,14,20.6,27.7,0.2,,,SE,31.0,ESE,9.0,60.0,1015.9,,24.9,No,No
2013-01-09,14,22.8,31.6,0.0,,,NNE,59.0,NNE,48.0,74.0,999.0,,27.3,No,No
2013-01-13,14,24.5,30.7,0.0,,,NNE,44.0,NNE,33.0,71.0,1007.7,,27.3,No,No
2013-01-31,14,22.6,27.6,11.2,,,S,28.0,ENE,13.0,68.0,1011.3,,26.6,Yes,No
2013-03-14,14,17.9,28.5,8.6,,,SSE,54.0,SSE,26.0,70.0,1007.3,,25.3,Yes,No
2013-03-16,14,20.3,28.1,0.0,,,NE,24.0,ENE,15.0,66.0,1011.3,,27.2,No,No
2013-03-21,14,18.6,26.5,5.4,,,NE,35.0,ENE,19.0,66.0,1018.3,,25.4,Yes,Yes
2013-03-25,14,19.9,28.7,2.4,,,ESE,33.0,E,17.0,70.0,1014.7,,27.8,Yes,No
2013-04-01,14,19.8,27.5,24.2,,,SSE,39.0,SE,31.0,65.0,1012.2,,25.6,Yes,No
2013-04-09,14,18.3,26.1,0.0,,,SSE,44.0,SSE,26.0,64.0,1020.4,,24.6,No,Yes
2013-04-10,14,18.1,23.1,6.0,,,SSE,54.0,SSE,24.0,77.0,1019.0,,21.9,Yes,Yes
2013-04-28,14,16.4,26.0,0.0,,,E,20.0,E,15.0,56.0,1019.1,,25.2,No,No
2013-04-30,14,17.9,27.1,0.0,,,SE,33.0,SE,22.0,61.0,1021.4,,24.8,No,No
2013-05-11,14,15.8,22.3,0.2,,,SSE,57.0,S,22.0,83.0,1023.9,,19.4,No,Yes
2013-06-21,14,13.7,15.2,2.6,,,SSE,30.0,SSW,9.0,94.0,1017.4,,13.4,Yes,Yes
2013-06-24,14,10.8,21.1,0.0,,,WNW,33.0,NW,22.0,33.0,1017.4,,19.7,No,No
2013-06-28,14,14.3,21.5,56.0,,,S,52.0,SSE,31.0,77.0,1018.2,,19.4,Yes,Yes
2013-06-29,14,15.0,20.6,10.2,,,SSE,46.0,SSE,31.0,66.0,1018.9,,19.2,Yes,Yes
2013-07-06,14,13.1,23.5,0.0,,,SW,19.0,ENE,11.0,53.0,1019.3,,21.9,No,No
2013-07-15,14,14.3,21.0,3.2,,,N,33.0,ENE,15.0,87.0,1024.0,,17.9,Yes,Yes
2013-07-25,14,14.1,21.0,0.0,,,SSE,50.0,SSE,35.0,61.0,1024.5,,19.5,No,No
2013-07-26,14,14.0,22.2,0.2,,,S,26.0,ESE,17.0,67.0,1024.8,,20.7,No,No
2013-07-27,14,13.4,22.9,0.2,,,S,35.0,SE,19.0,60.0,1026.7,,21.6,No,No
2013-07-30,14,13.8,22.3,4.6,,,S,46.0,SSE,11.0,72.0,1015.8,,19.2,Yes,Yes
2013-07-31,14,12.5,22.4,2.8,,,S,56.0,S,26.0,57.0,1015.6,,20.8,Yes,No
2013-08-01,14,14.1,22.6,0.0,,,S,44.0,SSE,24.0,59.0,1016.9,,21.7,No,No
2013-08-04,14,10.9,23.2,0.0,,,WNW,35.0,NNW,13.0,31.0,1014.7,,23.1,No,No
2013-09-04,14,16.6,23.9,0.0,,,SE,50.0,SSE,35.0,53.0,1029.5,,21.9,No,No
2013-09-05,14,14.5,24.5,0.0,,,S,28.0,ESE,19.0,53.0,1027.1,,22.0,No,No
2013-09-07,14,14.1,25.4,0.0,,,NNE,39.0,NNE,30.0,59.0,1023.2,,23.1,No,No
2013-10-09,14,13.6,24.7,0.2,,,SSE,26.0,ENE,13.0,56.0,1019.1,,23.2,No,No
2013-10-21,14,19.3,27.3,0.0,,,NNE,37.0,NNE,31.0,60.0,1017.3,,25.5,No,No
2013-10-22,14,19.0,27.0,0.0,,,NNE,44.0,NNE,35.0,59.0,1015.0,,24.9,No,No
2013-11-09,14,19.1,27.9,0.0,,,NNE,56.0,NNE,44.0,68.0,1009.8,,24.6,No,No
2013-11-12,14,21.0,25.7,1.2,,,NNE,41.0,NNE,28.0,74.0,1013.3,,25.2,Yes,No
2013-11-22,14,19.0,27.0,0.0,,,NE,30.0,NE,24.0,67.0,1009.8,,25.8,No,Yes
2013-11-25,14,19.8,27.1,2.6,,,SE,39.0,SE,24.0,63.0,1004.6,,26.2,Yes,No
2013-12-09,14,17.8,27.2,0.0,,,NNE,41.0,NNE,33.0,58.0,1011.5,,25.2,No,No
2013-12-28,14,20.1,29.3,0.0,,,NNE,26.0,ENE,11.0,64.0,1009.1,,27.3,No,No
2013-12-31,14,22.8,28.4,0.0,,,S,35.0,SSE,20.0,73.0,1010.1,,25.7,No,No
2014-01-08,14,23.0,28.4,0.2,,,SE,52.0,S,31.0,72.0,1018.1,,23.6,No,Yes
2014-01-11,14,20.8,28.9,0.0,,,SE,37.0,ESE,26.0,61.0,1015.9,,27.4,No,No
2014-01-15,14,23.4,29.3,0.0,,,SE,35.0,SE,30.0,60.0,1020.1,,27.6,No,No
2014-01-16,14,23.5,29.3,0.0,,,E,35.0,ESE,28.0,59.0,1017.2,,27.9,No,No
2014-01-18,14,20.0,30.6,0.0,,,ESE,39.0,SE,31.0,57.0,1011.7,,27.5,No,No
2014-01-21,14,24.2,31.0,0.0,,,NNE,50.0,NNE,39.0,73.0,1005.2,,27.9,No,No
2014-01-25,14,23.1,26.7,3.4,,,SSE,61.0,SSE,39.0,75.0,1009.7,,26.0,Yes,Yes
2014-01-27,14,19.7,27.9,1.2,,,SSE,61.0,SE,37.0,56.0,1019.8,,26.2,Yes,No
2014-01-29,14,22.3,27.2,0.0,,,SE,54.0,SE,33.0,61.0,1015.5,,25.3,No,No
2014-02-19,14,23.8,32.0,,,,NNE,39.0,NNE,31.0,68.0,1005.6,,29.3,,No
2014-02-27,14,20.4,29.1,0.2,,,SE,33.0,E,22.0,50.0,1014.3,,28.1,No,No
2014-03-02,14,21.8,29.2,0.0,,,SE,54.0,SE,31.0,63.0,1015.2,,27.1,No,No
2014-03-03,14,22.5,26.5,0.6,,,SE,61.0,ESE,33.0,67.0,1020.2,,24.7,No,Yes
2014-03-04,14,20.5,27.7,9.0,,,SE,59.0,SSE,26.0,58.0,1021.0,,25.8,Yes,Yes
2014-03-21,14,22.1,28.3,4.0,,,E,39.0,SE,24.0,68.0,1017.0,,26.2,Yes,Yes
2014-04-02,14,20.4,28.1,0.0,,,SE,28.0,E,19.0,64.0,1015.1,,26.8,No,No
2014-04-09,14,20.1,27.8,0.6,,,SE,37.0,SE,30.0,56.0,1016.5,,25.0,No,No
2014-04-18,14,16.5,26.2,0.0,,,ESE,24.0,ESE,17.0,58.0,1013.2,,24.9,No,No
2014-04-24,14,17.3,28.2,0.0,,,NNE,30.0,NE,24.0,54.0,1013.7,,26.3,No,No
2014-05-06,14,13.4,22.8,0.0,,,,,SSE,19.0,55.0,1017.6,,21.8,No,No
2014-05-09,14,16.2,24.1,0.6,,,,,,,60.0,1021.5,,21.3,No,Yes
2014-05-18,14,18.2,23.6,1.2,,,ESE,46.0,ESE,20.0,56.0,1026.6,,22.8,Yes,No
2014-05-24,14,17.4,26.6,0.0,,,,,SE,20.0,59.0,1014.1,,24.4,No,No
2014-06-07,14,15.6,23.1,0.0,,,SSE,43.0,S,30.0,50.0,1019.6,,22.0,No,No
2014-06-11,14,15.5,22.1,0.0,,,SSE,57.0,S,26.0,54.0,1019.8,,20.4,No,No
2014-06-17,14,10.5,22.2,0.0,,,SSW,22.0,NNE,15.0,44.0,1021.4,,21.9,No,No
2014-06-18,14,12.6,23.7,0.0,,,S,52.0,S,30.0,48.0,1024.6,,22.1,No,No
2014-06-25,14,13.9,22.4,0.2,,,W,41.0,W,22.0,30.0,1015.6,,22.2,No,No
2014-06-26,14,10.5,22.4,0.0,,,NNE,28.0,NE,20.0,37.0,1021.1,,21.5,No,No
2014-06-27,14,6.9,23.0,0.0,,,NNE,30.0,N,24.0,40.0,1019.2,,21.2,No,No
2014-07-07,14,8.0,19.8,0.0,,,NNE,31.0,NE,13.0,34.0,1013.0,,18.9,No,No
2014-07-15,14,13.5,20.4,0.0,,,SSE,39.0,SSE,17.0,65.0,1021.4,,20.0,No,Yes
2014-07-16,14,12.9,21.7,1.2,,,NW,35.0,W,17.0,67.0,1016.4,,18.7,Yes,No
2014-07-21,14,12.3,21.8,,,,,,SSE,28.0,59.0,1020.4,,20.1,,No
2014-07-24,14,13.3,21.4,0.2,,,SSE,24.0,E,13.0,58.0,1021.6,,20.9,No,No
2014-07-25,14,13.0,22.5,0.0,,,NNE,33.0,NNE,28.0,66.0,1023.7,,21.5,No,No
2014-08-06,14,11.8,21.6,0.2,,,S,37.0,SE,24.0,61.0,1028.3,,18.7,No,No
2014-08-11,14,11.1,23.1,0.0,,,SSE,44.0,SE,33.0,54.0,1019.2,,21.1,No,No
2014-08-15,14,13.3,21.4,0.0,,,SSE,50.0,SSE,33.0,61.0,1024.4,,19.1,No,Yes
2014-08-17,14,16.0,22.6,85.6,,,ENE,54.0,W,28.0,25.0,1006.1,,21.9,Yes,No
2014-08-24,14,14.5,21.5,21.2,,,SSE,56.0,SSE,39.0,61.0,1020.7,,20.5,Yes,No
2014-09-15,14,14.2,25.9,0.2,,,NNE,43.0,NNE,35.0,69.0,1013.8,,21.8,No,Yes
2014-09-20,14,14.8,22.2,6.4,,,SSE,48.0,SE,33.0,57.0,1019.6,,21.4,Yes,No
2014-09-29,14,14.6,24.2,0.2,,,NNE,39.0,NNE,31.0,59.0,1017.1,,22.6,No,No
2014-10-05,14,16.1,27.2,0.0,,,NNE,39.0,NNE,33.0,65.0,1017.4,,23.4,No,No
2014-10-12,14,17.7,25.2,0.0,,,NE,31.0,NE,20.0,58.0,1017.3,,23.8,No,No
2014-10-13,14,17.1,25.6,0.0,,,N,54.0,NNE,37.0,65.0,1011.8,,23.5,No,No
2014-10-14,14,17.7,27.2,1.0,,,NW,61.0,NW,35.0,25.0,1007.1,,26.6,No,No
2014-10-18,14,16.9,25.4,0.0,,,SSE,54.0,SE,44.0,62.0,1024.1,,22.1,No,No
2014-10-26,14,19.0,27.3,0.0,,,NNE,50.0,NNE,37.0,71.0,1011.4,,24.7,No,No
2014-10-28,14,22.7,26.8,0.0,,,,,SE,15.0,65.0,1010.2,,26.0,No,No
2014-11-04,14,19.9,26.3,0.0,,,SE,35.0,ESE,20.0,49.0,1020.8,,24.4,No,No
2014-11-16,14,21.0,28.5,0.0,,,NNE,41.0,N,30.0,75.0,1003.0,,24.7,No,No
2014-11-20,14,20.0,27.7,2.4,,,NNE,37.0,NNE,30.0,70.0,1014.6,,26.3,Yes,No
2014-11-23,14,21.0,28.5,0.0,,,N,39.0,NNE,30.0,69.0,1014.2,,24.5,No,No
2014-12-03,14,19.8,28.5,0.0,,,NNE,35.0,NNE,30.0,67.0,1015.1,,26.6,No,No
2014-12-12,14,19.4,25.8,17.0,,,S,70.0,SSE,31.0,70.0,1007.7,,24.6,Yes,No
2014-12-15,14,17.9,27.7,0.0,,,SE,43.0,SE,31.0,52.0,1009.1,,26.4,No,No
2014-12-29,14,21.7,29.2,4.6,,,N,35.0,NNE,22.0,80.0,1006.8,,27.0,Yes,No
2015-01-01,14,21.4,30.9,47.2,,,WNW,43.0,ENE,20.0,70.0,1013.3,,29.6,Yes,No
2015-01-02,14,24.6,30.1,0.0,,,E,33.0,ENE,22.0,70.0,1017.2,,27.8,No,No
2015-01-03,14,24.0,30.1,0.0,,,E,35.0,ENE,15.0,62.0,1017.8,,28.9,No,No
2015-01-30,14,19.9,28.8,0.0,,,NNE,41.0,NNE,31.0,57.0,1006.4,,27.6,No,No
2015-02-02,14,20.9,26.9,14.2,,,SSE,57.0,SSE,48.0,76.0,1010.0,,24.8,Yes,Yes
2015-02-03,14,21.3,28.5,1.2,,,SSE,70.0,SSE,37.0,65.0,1010.2,,27.4,Yes,Yes
2015-02-07,14,20.2,28.8,1.2,,,SSE,54.0,SE,26.0,56.0,1020.3,,27.6,Yes,No
2015-02-09,14,20.8,30.2,0.0,,,SSE,54.0,SSE,41.0,60.0,1019.0,,28.4,No,Yes
2015-02-16,14,20.6,29.0,6.6,,,,,SE,28.0,59.0,1014.4,,28.0,Yes,No
2015-02-18,14,22.1,29.5,0.6,,,,,,,89.0,1015.2,,23.9,No,Yes
2015-02-22,14,22.5,27.1,49.2,,,,,S,31.0,90.0,1009.2,,24.5,Yes,Yes
2015-03-04,14,21.2,29.4,,,,NE,30.0,NNE,26.0,59.0,1011.0,,28.5,,No
2015-03-06,14,23.9,29.4,0.0,,,SSE,67.0,NE,15.0,57.0,1006.5,,28.0,No,No
2015-03-07,14,20.7,30.3,0.0,,,ENE,30.0,ENE,17.0,63.0,1009.8,,28.7,No,No
2015-03-13,14,20.9,30.0,0.0,,,,,SSE,33.0,62.0,1012.5,,26.4,No,No
2015-03-17,14,18.9,28.4,0.0,,,,,NE,13.0,52.0,1013.5,,27.2,No,Yes
2015-04-14,14,18.0,27.8,0.0,,,SSE,33.0,SE,28.0,61.0,1020.4,,25.3,No,No
2015-04-16,14,18.1,27.2,0.0,,,NE,20.0,E,15.0,54.0,1022.6,,26.0,No,No
2015-04-18,14,19.5,28.9,0.0,,,,,NE,24.0,63.0,1019.1,,26.8,No,No
2015-04-27,14,14.3,25.0,,,,,,E,13.0,46.0,1015.9,,24.0,,No
2015-05-05,14,17.3,27.1,0.0,,,NNE,30.0,NNE,26.0,65.0,1009.7,,26.0,No,No
2015-05-07,14,13.4,26.0,0.2,,,SSE,44.0,SSE,35.0,64.0,1014.5,,23.7,No,No
2015-05-09,14,14.0,23.7,0.0,,,NW,30.0,NW,20.0,38.0,1014.7,,23.2,No,No
2015-05-16,14,16.5,23.5,0.2,,,SE,61.0,S,35.0,71.0,1027.9,,20.8,No,Yes
2015-05-23,14,15.6,22.4,0.2,,,S,63.0,S,35.0,55.0,1023.0,,20.8,No,No
2015-06-03,14,9.9,20.0,0.0,,,N,19.0,ENE,9.0,48.0,1019.2,,18.4,No,No
2015-06-24,14,14.3,16.5,,,,,,S,15.0,100.0,1022.6,,16.2,,Yes
2015-07-08,14,12.8,20.0,0.0,,,SSE,50.0,S,33.0,79.0,1023.8,,16.8,No,No
2015-07-09,14,12.9,20.3,0.0,,,SSE,41.0,SSE,28.0,63.0,1025.8,,19.0,No,No
2015-07-10,14,11.0,20.8,0.0,,,NNE,39.0,ESE,7.0,66.0,1021.1,,19.1,No,No
2015-07-28,14,12.8,20.1,0.0,,,SSE,52.0,SE,35.0,49.0,1028.1,,18.8,No,No
2015-08-05,14,8.4,19.6,1.4,,,W,46.0,NW,20.0,28.0,1012.1,,19.2,Yes,No
2015-09-01,14,10.9,24.4,0.0,,,NW,31.0,NW,17.0,28.0,1012.6,,24.3,No,No
2015-09-05,14,13.3,22.9,0.0,,,SE,39.0,SE,17.0,63.0,1019.2,,20.8,No,No
2015-09-10,14,13.1,24.0,0.0,,,SE,59.0,SE,44.0,65.0,1026.1,,20.4,No,No
2015-09-15,14,14.4,23.9,,,,,,NNE,33.0,67.0,1018.2,,23.0,,No
2015-09-18,14,12.4,21.0,3.2,,,S,72.0,S,31.0,75.0,1018.1,,18.4,Yes,Yes
2015-09-21,14,14.6,23.9,1.4,,,S,30.0,E,17.0,60.0,1017.8,,22.5,Yes,No
2015-09-30,14,14.9,25.8,0.0,,,N,35.0,NE,17.0,60.0,1019.9,,24.8,No,No
2015-10-04,14,15.4,27.6,0.0,,,NNE,31.0,NNE,28.0,53.0,1024.8,,25.1,No,No
2015-10-10,14,18.7,25.8,0.0,,,ESE,43.0,E,22.0,59.0,1026.7,,23.5,No,No
2015-10-13,14,18.8,27.3,0.0,,,N,44.0,N,37.0,74.0,1017.3,,22.8,No,Yes
2015-10-15,14,17.3,26.5,1.4,,,ESE,33.0,SE,28.0,68.0,1022.6,,24.4,Yes,No
2015-10-25,14,17.2,25.8,0.0,,,NNE,26.0,NE,19.0,62.0,1021.2,,24.3,No,No
2015-10-26,14,18.7,27.5,0.0,,,NNE,44.0,NNE,33.0,79.0,1016.9,,24.1,No,No
2015-10-29,14,17.1,22.4,6.6,,,S,37.0,SE,22.0,67.0,1020.3,,21.2,Yes,No
2015-10-30,14,17.3,25.4,0.2,,,E,30.0,E,22.0,63.0,1020.9,,22.3,No,No
2015-10-31,14,17.7,25.0,0.0,,,ENE,26.0,ENE,11.0,46.0,1020.3,,23.8,No,No
2015-11-03,14,20.4,28.7,0.0,,,S,43.0,N,28.0,79.0,1012.6,,24.3,No,Yes
2015-11-13,14,19.5,28.3,0.0,,,NNE,39.0,NNE,31.0,62.0,1012.3,,26.0,No,No
2015-11-29,14,23.0,28.9,3.0,,,NNE,44.0,NNE,35.0,78.0,1009.4,,27.6,Yes,Yes
2015-12-08,14,20.6,29.3,0.0,,,NE,30.0,NE,20.0,64.0,1019.0,,27.8,No,No
2015-12-24,14,20.9,28.4,0.2,,,SSE,56.0,SSE,39.0,80.0,1012.7,,24.2,No,No
2016-01-06,14,21.3,28.8,11.2,,,SE,28.0,ESE,20.0,,1004.3,,27.6,Yes,No
2016-01-09,14,19.7,29.0,,,,SE,35.0,ESE,26.0,67.0,1017.8,,26.6,,No
2016-01-18,14,19.7,28.8,0.4,,,SSE,41.0,SE,30.0,58.0,1016.6,,26.5,No,No
2016-01-21,14,20.7,30.5,0.0,,,NNE,44.0,NNE,35.0,62.0,1013.3,,28.3,No,No
2016-02-07,14,21.6,27.8,4.2,,,S,52.0,SSE,41.0,73.0,1012.8,,25.5,Yes,No
2016-02-10,14,21.6,29.2,0.0,,,SE,59.0,SE,46.0,78.0,1011.6,,27.5,No,No
2016-02-17,14,23.6,30.8,0.0,,,SE,37.0,SE,31.0,87.0,1006.2,,28.6,No,No
2016-03-03,14,24.0,29.2,0.8,,,E,33.0,ESE,20.0,74.0,1019.5,,28.2,No,No
2016-04-03,14,20.4,29.1,0.0,,,SSE,41.0,SE,30.0,63.0,1018.2,,28.2,No,No
2016-04-07,14,19.1,29.8,0.0,,,NNE,35.0,NNE,28.0,63.0,1017.3,,27.8,No,No
2016-04-11,14,21.5,27.9,0.0,,,WNW,33.0,NNW,9.0,56.0,1014.4,,27.8,No,Yes
2016-04-26,14,19.0,25.8,4.4,,,SE,61.0,SSE,35.0,65.0,1023.1,,23.6,Yes,No
2016-05-15,14,16.1,26.0,0.0,,,NNE,30.0,NNE,26.0,58.0,1017.4,,24.6,No,No
2016-05-18,14,15.5,26.7,0.0,,,NNE,31.0,NNE,26.0,64.0,1015.5,,25.3,No,No
2016-05-23,14,15.0,27.3,0.0,,,NNE,31.0,NNE,26.0,61.0,1014.5,,25.1,No,No
2016-05-24,14,17.7,25.3,0.0,,,SSE,43.0,SE,24.0,40.0,1015.2,,23.2,No,No
2016-05-25,14,11.3,24.0,0.0,,,NW,20.0,E,13.0,39.0,1015.5,,23.0,No,No
2016-05-26,14,11.9,25.5,0.0,,,NNW,52.0,N,30.0,56.0,1007.5,,24.5,No,No
2016-06-09,14,12.7,26.9,0.0,,,NNW,31.0,NNE,26.0,58.0,1011.8,,23.5,No,No
2016-06-18,14,14.7,23.3,0.2,,,NW,19.0,ENE,9.0,81.0,1017.4,,20.7,No,Yes
2016-06-24,14,15.7,23.4,0.2,,,WNW,72.0,WNW,35.0,48.0,1007.4,,22.9,No,No
2016-06-27,14,12.4,18.8,0.0,,,W,48.0,NW,31.0,58.0,1012.6,,18.5,No,No
2016-07-03,14,10.6,21.6,0.0,,,ENE,20.0,ENE,17.0,57.0,1023.2,,19.5,No,No
2016-07-10,14,10.3,22.7,0.0,,,SE,33.0,SE,30.0,66.0,1020.7,,20.4,No,No
2016-07-21,14,17.1,24.9,,,,,,SE,22.0,80.0,1015.5,,22.1,,No
2016-07-25,14,13.2,22.0,0.0,,,WNW,28.0,NNW,15.0,30.0,1014.8,,21.3,No,No
2016-07-27,14,14.9,19.7,0.0,,,W,35.0,NNW,13.0,39.0,1015.9,,18.9,No,No
2016-08-14,14,12.4,23.5,0.0,,,SSE,44.0,SE,35.0,49.0,1023.9,,21.3,No,No
2016-08-18,14,13.8,22.3,0.0,,,SE,41.0,ESE,15.0,61.0,1021.9,,19.9,No,No
2016-08-19,14,14.1,24.0,0.0,,,NNE,31.0,NNE,22.0,55.0,1019.4,,22.7,No,No
2016-09-13,14,16.4,24.6,0.0,,,NE,30.0,NE,22.0,74.0,1019.1,,23.0,No,No
2016-09-15,14,19.3,25.9,,,,,,NNW,20.0,79.0,1013.2,,23.5,,Yes
2016-09-19,14,18.1,22.7,1.4,,,WNW,33.0,WNW,26.0,40.0,1010.8,,22.0,Yes,No
2016-10-06,14,12.3,24.5,0.0,,,ENE,20.0,E,15.0,53.0,1019.7,,23.2,No,No
2016-10-19,14,14.4,25.6,0.0,,,E,24.0,E,13.0,48.0,1016.0,,24.5,No,No
2016-10-22,14,18.5,26.4,0.0,,,N,46.0,N,35.0,70.0,1011.8,,22.5,No,Yes
2016-11-06,14,15.9,26.9,0.0,,,SSE,35.0,ENE,15.0,58.0,1007.7,,25.1,No,No
2016-11-08,14,22.7,29.4,0.0,,,NNW,50.0,N,33.0,80.0,1010.0,,24.9,No,No
2016-11-10,14,20.7,28.4,16.4,,,,,N,26.0,81.0,1004.6,,26.2,Yes,No
2016-11-11,14,18.3,28.3,0.0,,,,,,,81.0,1009.1,,24.8,No,No
2016-11-15,14,16.3,25.9,,,,SE,52.0,SE,35.0,58.0,1013.8,,21.8,,No
2016-11-16,14,16.5,26.5,0.0,,,ENE,30.0,NE,19.0,58.0,1018.1,,25.3,No,No
2016-12-05,14,21.0,29.7,0.0,,,NNE,46.0,N,35.0,83.0,1011.1,,24.1,No,Yes
2016-12-13,14,17.9,28.3,0.0,,,NNE,28.0,ENE,13.0,62.0,1018.1,,25.6,No,No
2016-12-21,14,22.3,33.3,0.0,,,SSE,39.0,N,22.0,81.0,1008.7,,25.1,No,No
